date,open,high,low,close,volume,Name,main_news,tagged_news
2013-05-23,438.9385,445.425,437.43699999999995,441.8364,4545347,GOOGL,"Tax Protest in Britain Focuses on Google: A group of drama students is organizing a Google Free Day on Friday, highlighting what they say is the minimal share of its revenue that the search giant pays in taxes, as well as the increasing dependence on its service.",Dot Chat: From Energy Campaigners to Solar Finance Entrepreneurs: An online conversation with a young energy activist turned solar entrepreneur.
2013-05-24,438.0676,439.8494,435.9405,437.0967,4588931,GOOGL,"Is Google Glass Dangerous?: Technology like Google Glass and Siri may be hands-free, but it still demands your attention.","Yahoo’s Design Chief to Depart: Though the company’s Web page redesigns have received negative reviews, Tim Parsey, senior vice president of user experience design, said his work was done."
2013-05-28,442.1918,446.5161,440.6402,441.0756,4510310,GOOGL,"Europe Warns Google It Could Face Further Concessions: Joaquín Almunia, the European Union competition commissioner, said that Google could still face formal charges for violating European competition law.",
2013-05-29,438.2929,439.434,432.5771,434.5892,4022272,GOOGL,"How to Help Google Plus Help Your Photos: In the long list of improvements rolled out during Google’s developer conference last week were many improvements to its photo editing and sharing tools. To get the most out of your photos on Google Plus, here is what you need to know.",
2013-05-30,435.395,439.8895,433.6382,435.8154,4237137,GOOGL,"Motorola Plans to Make Smartphone in Texas: The handset maker, owned by Google, says its next phone, called the Moto X, will be manufactured at an old Nokia plant near Fort Worth that will be reopened by August.",
2013-05-31,434.4941,438.9385,434.1938,436.0446,3934779,GOOGL,"Big Question for Wearable Computing: Is It Ready for Consumers?: While Apple and Google agree that the future of computers will be wearable, they disagree about which kind of computers people will actually want to wear.","Speak More Chinese, Ambassador Tells Thais: As China’s middle and upper classes grow, they are traveling abroad in fast-growing numbers and encountering other cultures, often for the first time. Comments by China’s ambassador to Thailand on the theme inspired some lively discussion of the i..."
2013-06-03,436.9365,437.4219,427.9375,434.2488,4946046,GOOGL,"Google’s Washington Insider: Susan Molinari, a brassy, well-connected New York Republican who served seven years in the House, now works to broaden Google’s support beyond Silicon Valley Democrats.",
2013-06-04,434.3589,435.7303,427.462,429.9796,3733157,GOOGL,"A Feature Film, Starring Google: In “The Internship,” a comedy movie starring Vince Vaughn and Owen Wilson as Google interns, Google’s products and perks make cameo appearances and some lines sound as if they were written by the marketing department.","Q&A: Backing Up Photos in the Cloud: Those photos taken with your smartphone could be gone forever if you lose the phone or it breaks, but you can back them up online without having to physically sync with a computer."
2013-06-05,431.6863,435.1597,428.9936,430.2799,4208973,GOOGL,,
2013-06-06,432.5822,433.5982,424.0336,432.7523,5152857,GOOGL,"Laurel and Hardy in Google’s Toyland: In “The Internship,” set in a mock-up of Google’s headquarters, Vince Vaughn and Owen Wilson play analog guys thrust into a digital world.",Tip of the Week: Blog More Efficiently on Tumblr: Sharing content on the blogging platform Tumblr is being made easier by a collection of Tumblr’s own tips and tricks as well as third-party browser add-ons.
2013-06-07,435.6452,440.44,433.0927,440.3049,5342795,GOOGL,"Vince Vaughn and Owen Wilson Arrive in Silicon Valley: When the stars of the comedy “The Internship” arrived at Google to shoot the movie, they were forced to adjust to some quirks of Silicon Valley culture.","Daily Report: U.S. Confirms That It Gathers Online Data: The government has acknowledged collecting information from Internet companies about foreigners overseas in search of national security threats, Charlie Savage, Edward Wyatt and Peter Baker report in The New York Times."
2013-06-10,441.491,445.9455,440.4851,445.5551,4670835,GOOGL,"Google Close to Acquiring Waze, a Rival in Maps: The search giant, already a powerhouse in maps, is negotiating to buy the largely Israeli company for more than $1 billion, people familiar with the discussions say. Waze, which relies on GPS tracking and traffic reports from its users, would give...",Aiming to Simplify the Landlord-Tenant Relationship: A new Web site helps create a cozier relationship between landlord and tenant.
2013-06-11,442.42699999999996,443.9435,440.1998,440.3449,3511453,GOOGL,"Google Expands Its Boundaries, Buying Waze for $1 Billion: After weeks of talks Google completed a deal to buy the Israeli social mapping start-up, which uses a combination of GPS tracking and contributions from its users about road conditions to help drivers navigate. Waze will remain a separate service ...",3 Tech Giants Want to Reveal Data Requests: The technology companies asked the government for permission to reveal details about the classified requests they get for the personal information of foreign users.
2013-06-12,443.1727,443.44300000000004,435.2598,436.426,4405093,GOOGL,"Daily Report: Google, Facebook and Microsoft Ask to Reveal U.S. Data Requests: The technology companies asked the government for permission to reveal details about the classified requests they get for the personal information of foreign users, Claire Cain Miller reports in The New York Times.","Tip of the Week: Force Yourself to Stop Wasting Time: If you can’t help wandering onto your favorite time-wasting sites during the work day, you can get free or inexpensive software to keep you more focused."
2013-06-13,434.9245,440.2698,433.1827,438.9385,4135093,GOOGL,,
2013-06-14,440.49,442.7923,437.5021,437.9575,4485457,GOOGL,,"Secret Court Ruling Put Tech Companies in Data Bind: In 2008, a ruling by a surveillance court said to be against Yahoo discouraged technology firms from fighting data requests from the government."
2013-06-17,440.0546,445.1597,439.5791,443.5681,4287768,GOOGL,"More Google Maps for Bikes: Google Maps has expanded its bike route directions to seven additional countries in Europe, including France, Germany, and Poland.",
2013-06-18,444.7693,450.9505,444.6192,450.7603,4329191,GOOGL,Google Asks Secret Court for Permission to Publish National Security Request Data: Google escalated its pressure on the government to permit it to publish more detailed data about the requests it receives for the information of foreign users.,"More Data on Privacy, but Picture Is No Clearer: Apple joined the list of companies that have disclosed information about government surveillance, but many questions remain unanswered."
2013-06-19,451.1357,455.8754,449.1988,450.7903,5825958,GOOGL,"Daily Report: Google Acquisition of Waze May Draw More U.S. Attention: Google may have pushed the boundaries of the law in its Waze deal, but the question is whether the government will push back, Steven M. Davidoff writes in The New York Times.",
2013-06-20,447.44199999999995,450.9505,442.0967,442.8124,6737253,GOOGL,"In Head-Hunting, Big Data May Not Be Such a Big Deal: Laszlo Bock, senior vice president of people operations at Google, says some data is essentially worthless in assessing job candidates: G.P.A.’s, for instance, and test scores.",Handicapping the Half-Life of ‘Big Data’: The technologies of Big Data are advancing across the economy. But what is the likely longevity of the term itself?
2013-06-21,444.6142,445.3849,436.9715,440.9055,7956472,GOOGL,,
2013-06-24,436.3759,438.5982,432.0566,435.3299,6027497,GOOGL,,Hope for the Future of Chromebooks and Ultrabooks: The research firm Gartner released a study predicting that consumers would become increasingly attracted to devices like the Chromebook and other thin and lightweight notebooks as more of the devices include Intel’s new processors.
2013-06-25,439.0686,440.2798,432.6873,433.5331,5101271,GOOGL,Fact Finder to European Court Backs Google in a Spanish Privacy Battle : An expert opinion requested by the Court of Justice said that a wish to eliminate embarrassing information is not sufficient reason to make Google remove public records from search results.,"Betaworks Unveils Its Highly Anticipated Digg RSS Reader: Betaworks, a technology incubator in New York, unveiled its latest product, a suite of sleek RSS readers for the Web and mobile devices."
2013-06-26,437.3119,439.439,435.7203,437.2618,3658997,GOOGL,"F.T.C. Tells Search Engines to Label Advertising as Such: The Federal Trade Commission told Google, Bing and Yahoo among others to clarify what sort of material is coming up in search results.","There’s a Nice Jaguar Parked Across From the House That Appeared in ‘Mad Men’: Film crews often use real places as backdrops, and sometimes, real live people find the real live places, which have real live cars parked across the street."
2013-06-27,439.8394,442.7873,438.7633,438.9735,3849059,GOOGL,,
2013-06-28,437.8875,441.3609,437.5326,440.6252,4693361,GOOGL,,
2013-07-01,443.6682,446.486,442.9425,444.3839,3443061,GOOGL,Appeals Court’s Ruling Helps Google in Book-Scanning Lawsuit: The court says that a federal judge was too quick to allow authors to sue Google as a class.,"AltaVista. What’s That?: AltaVista, once the most advanced and comprehensive search engine on the Web, is about to close its URL forever."
2013-07-02,445.5451,445.9455,439.0736,441.5962,3779117,GOOGL,,"Apple’s Trademark of ‘iWatch’ Fuels Speculation: Apple, typically, is being secretive about its intentions, and may — or may not — be developing a watch that does more than tell time."
2013-07-03,440.45,445.0296,439.6893,443.6582,2095161,GOOGL,,"Q&A: Using Skype or FaceTime: Microsoft’s Skype service and Apple’s FaceTime system both allow users to make free video calls, and you can use both programs on an iPad."
2013-07-05,445.45,448.1527,444.1137,447.1917,3400260,GOOGL,,
2013-07-08,450.0546,453.5881,448.9905,452.9975,3934965,GOOGL,"Q&A: Avoiding Mobile Malware: Google’s Android system, the dominant mobile operating system, tends to have more problems with malicious software. But common sense can help avert them.",
2013-07-09,455.9555,456.9315,449.439,453.0726,3923293,GOOGL,"Q&A: Setting Up Gmail Securely: Google’s two-step verification feature can help make your Gmail account more secure, but you may need to do a little extra work when setting up a new mail program to send and receive Gmail messages.","Wheelies: The Connecticut Coverage Edition: Tesla Motors adds another Supercharger station to its East Coast network, and Fiat edges closer to owning Chrysler outright."
2013-07-10,452.1767,456.0231,450.6402,453.44800000000004,3411271,GOOGL,"A Better Google Maps App for Apple and Android Devices: New features include greater speed, better place and traffic information and offline maps.","Q&A: Connecting Camera to Computer: Some digital cameras come with a lot of software, but depending on your computer and the photo programs you already use, you may not need to install any of it."
2013-07-11,456.9565,460.8654,454.7143,460.5801,5162480,GOOGL,,
2013-07-12,460.46,461.9615,458.0776,461.9615,5131083,GOOGL,"Google Executives Discuss YouTube, the Phone Business and Taxes: Unlike the usual practice of staying mum at the annual Allen & Company media and technology conference in Idaho, Google executives used a news conference to promote their business.",
2013-07-15,462.6121,464.464,458.6382,462.8073,3916715,GOOGL,,
2013-07-16,464.0286,464.449,457.4069,460.2638,3961942,GOOGL,"Google Said to Weigh Supplying TV Channels: The company has begun talks with major media companies about licensing TV channels, according to people with knowledge of the meetings.",
2013-07-17,460.9605,463.8934,458.6082,459.7343,3008727,GOOGL,"In European Antitrust Fight, Google Needs to Appease Competitors: The European Commission said that Google’s proposal for addressing antitrust concerns did not go far enough and that the company would need to come up with a better plan.","The Pros and Cons of a Surveillance Society: As we prepare to enter a world of wearable, camera-equipped computers, do we want to live under a system that might ensure justice for all, yet privacy for none?"
2013-07-18,459.9545,460.46,452.0466,455.7953,7211592,GOOGL,"Google Results Show Struggle With Mobile: The second-quarter income announcement showed the desktop search business continued to slow, while ad prices fell.",
2013-07-19,443.7483,451.9265,438.2428,448.7473,14703570,GOOGL,,
2013-07-22,451.45099999999996,456.7913,448.9485,455.8053,5800599,GOOGL,,
2013-07-23,455.8053,456.9565,450.2348,452.3519,4086567,GOOGL,,
2013-07-24,454.0836,455.6051,450.8003,451.9015,4151405,GOOGL,"Today’s Scuttlebot: Chromecast and Painting With Windows ’95: The New York Times’s staff scours the Web for important and peculiar items. Wednesday’s selections include Google’s new streaming device, Chromecast, and a 97-year-old man who uses an 18-year-old version of Windows to create art.","If You Can’t Hide From Big Brother, Adapt: Democracies find light occasionally irksome, generally bracing and mostly healthy."
2013-07-25,447.3819,448.8734,443.483,444.2939,5995870,GOOGL,"Google Debuts an Updated Nexus 7 Tablet: The Nexus 7, Google’s less expensive rival to the iPad Mini, is lighter and faster than the original and was introduced a day after Apple reported declining iPad sales.",
2013-07-26,443.9385,445.44,441.441,443.1177,3551790,GOOGL,,Beijing’s Play for Porn: The Chinese government has announced yet another anti-pornography campaign in the name of good morals — so that only its media outlets can sell smut.
2013-07-29,442.8924,447.8574,440.8854,441.5761,3780304,GOOGL,"Verifying Gmail on the Road: If you do not have access to your cellphone for Gmail’s verification process, there is an option to print out a set of codes.",
2013-07-30,443.1727,448.2528,440.8754,445.9055,3508124,GOOGL,"Apps That Know What You Want, Before You Do: Technology companies are rushing into predictive search, developing apps like Google Now that process digital clues to anticipate what users want to know.",
2013-07-31,446.9415,448.7028,443.5331,444.3189,4341642,GOOGL,"Chromecast, Simply and Cheaply, Flings Web Video to TVs: Using Wi-Fi, the Google Chromecast makes Internet material watchable on a television for $35. Repeat, $35.",
2013-08-01,447.9475,452.7273,447.9475,452.5621,4267479,GOOGL,"With Moto X, Google Enters a Crowded Marketplace: The search giant, which has stumbled in its forays into the hardware market, says its high-end Moto X smartphone has innovative voice controls.",
2013-08-02,452.1717,453.9535,450.8604,453.7383,3424306,GOOGL,"Daily Report: A Google-Built Smartphone Enters a Crowded Field: After lackluster results selling devices made by other companies, Google is giving hardware another try — this time with a smartphone made by a company it owns.",
2013-08-05,453.1477,453.2153,450.0496,452.9525,2616825,GOOGL,,"The Changing State of Smartphone Competition in China: A look at the competition from Chinese makers to Apple’s iPhone, which is no longer the most sought after phone in the country, and the state of the government’s effort to stabilize economic growth."
2013-08-06,452.7973,455.3094,448.3129,448.7333,3009141,GOOGL,"The Moto X From Google, iPhone’s Latest Challenger: Google’s own Android phone offers five features that no phone has offered before, including a touchless mode.",
