,open,high,low,close,volume,Name
2016-09-27,64.75,66.14,64.73,65.99,1118700,ALK
2016-09-28,66.29,67.7,66.03,66.2,1091100,ALK
2016-09-29,66.01,66.51,65.27,65.31,785000,ALK
2016-09-30,65.6,66.35,65.29,65.86,884100,ALK
2016-10-03,65.6,67.12,65.6,67.09,1041600,ALK
2016-10-04,68.42,69.62,68.0,68.71,1956100,ALK
2016-10-05,68.62,68.84,67.76,68.31,1010900,ALK
2016-10-06,68.38,69.1134,68.17,69.09,821400,ALK
2016-10-07,69.07,69.2,67.89,68.11,1197700,ALK
2016-10-10,68.29,69.94,68.17,69.91,846100,ALK
2016-10-11,70.0,70.24,69.11,69.33,1454200,ALK
2016-10-12,69.86,71.25,69.8631,70.43,2022000,ALK
2016-10-13,71.01,73.19,70.14,72.96,2156800,ALK
2016-10-14,73.18,73.699,71.7,72.31,1155900,ALK
2016-10-17,72.33,73.29,71.9,71.94,810300,ALK
2016-10-18,72.45,73.165,71.6,72.11,1098400,ALK
2016-10-19,72.04,73.52,71.78,73.46,1289700,ALK
2016-10-20,74.23,75.31,72.82,75.29,1623300,ALK
2016-10-21,74.33,75.05,73.87,74.56,1111300,ALK
2016-10-24,74.88,75.04,73.5011,73.61,779500,ALK
2016-10-25,73.42,73.99,72.32,72.4,1235100,ALK
2016-10-26,70.5,72.88,70.45,71.13,1546700,ALK
2016-10-27,71.47,72.27,70.6287,71.12,895300,ALK
2016-10-28,71.22,72.4,71.07,71.78,721500,ALK
2016-10-31,72.08,72.31,71.44,72.22,679800,ALK
2016-11-01,72.24,72.845,70.66,71.43,736400,ALK
2016-11-02,71.55,72.94,70.91,70.96,1027700,ALK
2016-11-03,70.96,71.23,69.57,69.66,884600,ALK
2016-11-04,69.699,71.045,69.12,70.26,1161100,ALK
2016-11-07,71.38,72.59,70.875,72.57,1119900,ALK
2016-11-08,72.46,73.1,71.77,72.71,839500,ALK
2016-11-09,71.24,73.62,70.87,73.18,859900,ALK
2016-11-10,73.34,75.42,73.29,74.97,1519400,ALK
2016-11-11,74.52,75.33,74.14,75.23,759500,ALK
2016-11-14,75.71,78.1,75.6,77.83,1269000,ALK
2016-11-15,79.21,80.4,77.65,78.24,1249600,ALK
2016-11-16,78.0,78.29,77.31,77.77,860600,ALK
2016-11-17,77.66,78.9,77.48,78.85,679900,ALK
2016-11-18,78.49,82.15,77.9039,79.47,959800,ALK
2016-11-21,79.5,79.57,78.7301,78.78,796000,ALK
2016-11-22,79.13,81.86,79.09,81.53,1464500,ALK
2016-11-23,81.47,83.0,80.511,82.96,1578200,ALK
2016-11-25,83.0,83.38,82.46,82.75,421900,ALK
2016-11-28,82.34,83.2,81.81,82.43,1003100,ALK
2016-11-29,82.47,83.47,82.1,82.78,705600,ALK
2016-11-30,81.42,83.26,80.0,82.27,1742800,ALK
2016-12-01,81.9,83.67,80.72,82.86,1321300,ALK
2016-12-02,83.0,84.93,82.59,84.83,1808700,ALK
2016-12-05,84.98,85.08,82.13,83.12,1964100,ALK
2016-12-06,83.21,84.88,82.82,84.8,1539600,ALK
2016-12-07,84.7125,88.12,84.52,87.67,1821000,ALK
2016-12-08,87.56,89.46,86.4969,88.55,1555200,ALK
2016-12-09,88.89,90.27,88.89,89.77,1329000,ALK
2016-12-12,89.05,89.23,86.27,86.73,1274900,ALK
2016-12-13,87.01,88.82,86.56,86.87,1249900,ALK
2016-12-14,86.66,87.89,86.21,86.38,1033100,ALK
2016-12-15,87.26,91.62,87.096,90.12,1745800,ALK
2016-12-16,90.79,91.53,88.72,88.73,2476300,ALK
2016-12-19,88.92,90.68,88.9138,90.33,1094000,ALK
2016-12-20,90.64,91.89,90.26,91.56,884100,ALK
2016-12-21,91.26,91.5868,90.05,91.12,899500,ALK
2016-12-22,91.22,91.335,88.75,89.1,1099600,ALK
2016-12-23,89.38,90.47,89.36,90.43,794500,ALK
2016-12-27,90.87,91.365,90.13,90.54,654700,ALK
2016-12-28,90.44,91.02,88.64,88.69,666000,ALK
2016-12-29,88.71,89.36,87.84,88.53,770500,ALK
2016-12-30,88.74,89.14,88.02,88.73,931000,ALK
2017-01-03,88.92,91.0,87.91,88.0,1387500,ALK
2017-01-04,87.55,89.43,86.64,89.18,1362900,ALK
2017-01-05,89.16,89.73,87.5,87.76,1499700,ALK
2017-01-06,87.61,87.69,86.2953,86.98,929700,ALK
2017-01-09,86.78,88.35,86.22,87.47,1287200,ALK
2017-01-10,88.46,92.49,88.46,92.0,2126500,ALK
2017-01-11,92.8,94.795,91.78,93.8,2537800,ALK
2017-01-12,93.22,93.97,91.64,93.26,1524900,ALK
2017-01-13,93.3,94.4,93.09,94.32,833300,ALK
2017-01-17,94.0,94.8,92.68,93.41,1092900,ALK
2017-01-18,92.49,93.48,91.7496,92.93,1829100,ALK
2017-01-19,93.29,94.7004,93.23,94.22,1505000,ALK
2017-01-20,94.29,94.73,93.8,94.71,1318800,ALK
2017-01-23,94.38,94.8,92.6935,93.07,926100,ALK
2017-01-24,93.01,93.85,92.541,92.86,868600,ALK
2017-01-25,93.55,94.1749,93.07,93.38,700300,ALK
2017-01-26,93.75,96.03,93.52,95.9,1266400,ALK
2017-01-27,96.05,96.27,95.0,95.13,1566800,ALK
2017-01-30,94.06,94.305,92.22,94.16,1173600,ALK
2017-01-31,93.68,94.0,92.87,93.82,932500,ALK
2017-02-01,93.83,94.68,93.03,93.63,830200,ALK
2017-02-02,92.94,94.65,92.36,94.53,1174700,ALK
2017-02-03,94.67,95.34,93.55,94.09,933000,ALK
2017-02-06,94.75,95.79,94.31,95.12,864000,ALK
2017-02-07,95.42,95.45,93.92,94.1,1572900,ALK
2017-02-08,95.1,98.8,94.9784,97.2,2683600,ALK
2017-02-09,97.08,98.89,95.12,98.41,2164000,ALK
2017-02-10,98.3641,98.828,97.16,97.35,1258000,ALK
2017-02-13,97.47,98.4,97.36,98.02,1077600,ALK
2017-02-14,98.119,98.3,95.66,96.3,1252300,ALK
2017-02-15,97.11,97.746,96.31,96.96,1449100,ALK
2017-02-16,96.99,97.2618,95.8,96.69,1296800,ALK
2017-02-17,96.12,96.69,95.31,96.6,910000,ALK
2017-02-21,96.34,97.1,95.91,96.61,1068200,ALK
2017-02-22,96.38,97.52,96.24,97.25,870900,ALK
2017-02-23,97.25,97.69,95.78,95.89,822100,ALK
