,open,high,low,close,volume,Name
2017-08-25,203.44,203.45,202.05,202.13,1238100,MMM
2017-08-28,202.78,203.27,201.85,202.46,1174700,MMM
2017-08-29,202.2,203.08,201.332,202.92,991300,MMM
2017-08-30,202.9251,203.69,202.0,203.69,1196200,MMM
2017-08-31,204.3218,204.62,203.02,204.32,1567900,MMM
2017-09-01,204.61,204.91,203.2439,203.56,1413000,MMM
2017-09-05,202.25,202.53,200.51,200.98,1934500,MMM
2017-09-06,201.75,202.25,201.24,202.05,2236200,MMM
2017-09-07,201.47,204.71,201.47,204.46,1701500,MMM
2017-09-08,204.35,206.12,203.174,205.69,1474000,MMM
2017-09-11,206.46,209.775,206.0853,209.56,1806700,MMM
2017-09-12,209.91,210.96,209.26,209.64,1441200,MMM
2017-09-13,209.12,210.2905,208.57,209.49,1129600,MMM
2017-09-14,209.15,211.91,208.74,211.43,1984200,MMM
2017-09-15,212.59,214.115,210.66,213.35,3636400,MMM
2017-09-18,214.0,214.038,212.57,213.76,1272400,MMM
2017-09-19,214.23,214.65,212.8365,213.56,1429700,MMM
2017-09-20,211.77,212.6,208.31,210.51,2987200,MMM
2017-09-21,210.905,211.62,210.24,210.44,1382400,MMM
2017-09-22,209.64,211.3,209.28,210.76,1493300,MMM
2017-09-25,210.98,211.216,209.37,210.73,1609200,MMM
2017-09-26,211.26,212.83,210.93,211.03,1224600,MMM
2017-09-27,211.09,211.38,208.16,209.48,1865100,MMM
2017-09-28,208.3,209.8805,208.252,209.55,2092800,MMM
2017-09-29,209.06,209.9,208.73,209.9,1632200,MMM
2017-10-02,210.73,212.79,210.0317,212.76,1292100,MMM
2017-10-03,212.62,214.6,211.38,214.57,1634900,MMM
2017-10-04,214.85,216.94,214.5,216.52,1636400,MMM
2017-10-05,216.49,217.61,215.9,216.37,1740500,MMM
2017-10-06,216.0,216.54,215.27,216.52,1650800,MMM
2017-10-09,215.96,217.21,215.69,216.68,1054600,MMM
2017-10-10,217.38,217.6,216.55,216.75,1170900,MMM
2017-10-11,216.75,216.86,214.66,216.51,2052900,MMM
2017-10-12,216.6,217.64,216.2839,217.59,1908000,MMM
2017-10-13,218.83,219.76,216.8,217.72,1461600,MMM
2017-10-16,217.7,218.7278,217.2,218.72,1185200,MMM
2017-10-17,218.49,218.72,216.47,217.75,2150800,MMM
2017-10-18,217.52,218.64,217.37,218.27,1413600,MMM
2017-10-19,218.49,219.25,217.47,219.24,1369000,MMM
2017-10-20,219.95,221.32,219.19,221.32,1647800,MMM
2017-10-23,221.76,222.78,221.2,221.55,2161300,MMM
2017-10-24,229.0,238.9,228.981,234.65,6508400,MMM
2017-10-25,235.01,237.94,233.94,237.68,4114500,MMM
2017-10-26,238.26,238.8,232.31,232.94,3385000,MMM
2017-10-27,234.23,234.95,232.55,234.74,2000400,MMM
2017-10-30,233.66,233.6597,230.64,231.02,2722600,MMM
2017-10-31,231.38,231.597,229.81,230.19,1908200,MMM
2017-11-01,231.0,231.76,229.11,230.18,1389900,MMM
2017-11-02,230.24,232.8,229.55,232.23,1609500,MMM
2017-11-03,231.56,232.58,230.92,232.22,1582700,MMM
2017-11-06,232.22,232.63,230.15,230.31,1334700,MMM
2017-11-07,230.38,230.77,229.14,230.05,1553600,MMM
2017-11-08,229.84,230.65,229.3735,229.83,1510200,MMM
2017-11-09,228.54,229.4,227.05,228.39,1575800,MMM
2017-11-10,227.4597,228.44,226.16,227.45,1295800,MMM
2017-11-13,226.73,228.43,226.26,228.22,1765300,MMM
2017-11-14,228.14,229.96,226.75,229.33,1393200,MMM
2017-11-15,228.07,228.51,226.04,227.4,1512100,MMM
2017-11-16,227.79,229.99,227.79,229.42,1224800,MMM
2017-11-17,228.43,229.92,227.74,229.36,1741800,MMM
2017-11-20,229.9,233.59,229.554,231.49,1700000,MMM
2017-11-21,232.2156,235.71,232.21,234.09,2122600,MMM
2017-11-22,233.0492,233.86,231.4,231.58,1371800,MMM
2017-11-24,232.03,232.04,230.81,231.38,659100,MMM
2017-11-27,231.75,234.529,231.13,234.0,1780800,MMM
2017-11-28,234.12,235.94,233.375,235.63,1871700,MMM
2017-11-29,236.05,238.19,235.64,238.01,1754600,MMM
2017-11-30,238.86,243.45,237.69,243.14,4003400,MMM
2017-12-01,243.1945,243.63,239.15,241.15,2232300,MMM
2017-12-04,243.0472,244.23,238.51,239.26,2468700,MMM
2017-12-05,240.22,240.26,237.86,238.26,1543100,MMM
2017-12-06,238.96,241.08,236.97,238.67,1924100,MMM
2017-12-07,238.4491,241.29,237.93,240.3,1367100,MMM
2017-12-08,240.0,241.01,237.49,238.13,1999800,MMM
2017-12-11,238.85,240.21,237.86,239.3,1742900,MMM
2017-12-12,241.55,241.68,236.12,236.58,2766300,MMM
2017-12-13,236.91,239.59,236.63,239.11,2707900,MMM
2017-12-14,240.3352,240.8,237.81,238.08,1984700,MMM
2017-12-15,239.19,239.68,237.65,238.0,4518700,MMM
2017-12-18,238.58,240.01,237.145,238.42,2237300,MMM
2017-12-19,239.47,239.74,236.9,238.39,1868900,MMM
2017-12-20,238.2,238.47,236.49,236.92,1621600,MMM
2017-12-21,236.0,237.25,234.41,234.78,2241600,MMM
2017-12-22,235.36,236.08,234.28,234.73,1280600,MMM
2017-12-26,235.08,236.28,235.03,235.45,789100,MMM
2017-12-27,235.52,236.54,234.84,236.2,970500,MMM
2017-12-28,236.94,237.08,235.28,235.72,1189700,MMM
2017-12-29,236.48,237.31,235.3747,235.37,1343900,MMM
2018-01-02,235.78,237.0735,232.805,235.64,2931000,MMM
2018-01-03,235.07,235.7392,233.29,235.63,2193700,MMM
2018-01-04,237.0,239.44,236.47,238.71,2243100,MMM
2018-01-05,238.65,240.8804,237.74,240.57,1835900,MMM
2018-01-08,239.38,240.94,239.18,239.79,1869000,MMM
2018-01-09,239.6,241.785,239.34,241.28,1695100,MMM
2018-01-10,241.0,242.57,240.03,241.14,1640900,MMM
2018-01-11,240.74,242.34,239.75,242.31,1487700,MMM
2018-01-12,243.07,246.0,242.4955,244.47,1974300,MMM
2018-01-16,245.3,247.19,243.83,244.74,2411100,MMM
2018-01-17,246.85,248.53,245.8,248.11,2519000,MMM
2018-01-18,248.1155,249.0,244.92,245.91,2233500,MMM
2018-01-19,246.63,248.5,245.6,248.18,2013500,MMM
2018-01-22,247.13,247.89,245.08,247.3,1660500,MMM
2018-01-23,246.91,247.26,245.12,246.31,1822700,MMM
2018-01-24,247.99,248.54,246.25,247.69,3471000,MMM
2018-01-25,250.0,254.8,247.1,252.36,3507900,MMM
2018-01-26,253.43,259.77,253.39,258.63,3730600,MMM
2018-01-29,258.4968,259.34,255.97,256.01,2306300,MMM
2018-01-30,255.6,255.7103,251.41,251.54,2412600,MMM
2018-01-31,251.49,253.13,249.6,250.5,3136400,MMM
2018-02-01,247.44,250.09,246.1646,247.94,2665500,MMM
2018-02-02,246.43,248.7459,244.88,245.17,3925700,MMM
2018-02-05,243.5,244.4,226.01,231.44,6590500,MMM
2018-02-06,227.51,234.57,226.81,233.63,5108100,MMM
2018-02-07,233.19,237.52,232.821,233.19,2885600,MMM
2018-02-08,233.16,233.31,222.65,222.89,3751300,MMM
2018-02-09,224.61,226.96,218.18,225.21,4518600,MMM
2018-02-12,227.49,230.38,226.1,229.19,3290400,MMM
2018-02-13,229.71,231.97,228.93,231.36,2523600,MMM
2018-02-14,229.45,232.87,228.47,232.0,2337800,MMM
2018-02-15,233.31,234.9,230.8844,234.87,2127500,MMM
2018-02-16,234.97,238.435,233.3748,236.67,2221800,MMM
2018-02-20,234.54,236.67,233.904,235.07,2675900,MMM
2018-02-21,234.7008,237.86,232.1,232.18,2561400,MMM
2018-02-22,232.43,237.37,232.26,236.0,2284500,MMM
2018-02-23,236.85,237.89,234.39,237.02,1616700,MMM
2018-02-26,239.01,244.86,238.51,244.14,3086800,MMM
2018-02-27,244.61,244.6619,240.72,240.78,1778300,MMM
2018-02-28,241.64,242.28,235.4,235.51,2461400,MMM
2018-03-01,236.15,236.83,229.53,231.34,3487100,MMM
2018-03-02,229.75,231.2568,226.33,230.37,2912800,MMM
2018-03-05,230.0,233.71,228.53,232.81,2235300,MMM
2018-03-06,234.05,235.92,230.8,233.66,2091100,MMM
2018-03-07,231.22,236.22,230.59,235.57,2213800,MMM
2018-03-08,236.35,237.69,234.12,236.34,1955200,MMM
2018-03-09,238.0,241.37,236.17,241.35,1840900,MMM
2018-03-12,242.1,243.1,239.301,239.8,2151300,MMM
2018-03-13,240.9,242.97,236.891,237.57,2009900,MMM
2018-03-14,238.8,239.32,233.85,234.29,2239700,MMM
2018-03-15,235.22,238.08,234.2,235.87,1770500,MMM
2018-03-16,235.67,238.17,235.67,237.22,4858000,MMM
2018-03-19,236.01,236.33,230.26,231.56,2621700,MMM
2018-03-20,232.12,234.39,231.58,232.45,1728000,MMM
2018-03-21,233.0,237.22,232.31,234.14,1588300,MMM
2018-03-22,232.04,232.12,222.8,223.17,4295500,MMM
2018-03-23,223.5,224.27,215.27,215.36,4221200,MMM
2018-03-26,217.86,220.8,215.18,220.24,3574000,MMM
2018-03-27,221.02,221.86,214.73,215.87,2696700,MMM
2018-03-28,217.23,219.66,214.91,216.54,2522900,MMM
2018-03-29,217.79,221.38,217.46,219.52,2643000,MMM
2018-04-02,218.05,218.72,209.468,212.62,3840800,MMM
2018-04-03,213.0,216.46,210.93,216.33,3006800,MMM
2018-04-04,212.39,217.923,211.12,217.56,2488800,MMM
2018-04-05,218.64,220.31,216.56,218.67,2879900,MMM
2018-04-06,217.4,218.85,211.0,212.25,2503900,MMM
2018-04-09,213.75,216.86,212.4,212.81,2186100,MMM
2018-04-10,215.32,218.71,215.23,216.98,2857400,MMM
2018-04-11,214.201,215.89,213.498,214.33,1819800,MMM
2018-04-12,215.72,217.68,215.01,216.42,2292900,MMM
2018-04-13,218.09,218.68,214.46,215.52,2034500,MMM
2018-04-16,217.2,219.27,216.5996,217.7,2060500,MMM
2018-04-17,219.15,221.69,218.74,220.09,1853500,MMM
2018-04-18,220.39,221.01,219.16,219.52,1599300,MMM
2018-04-19,218.04,219.3,217.03,218.85,1453100,MMM
2018-04-20,218.41,220.28,216.74,217.75,2634300,MMM
2018-04-23,218.02,218.73,214.75,215.88,2520700,MMM
2018-04-24,206.5,206.5,196.89,201.13,11671400,MMM
2018-04-25,201.1,201.75,197.01,198.84,6205400,MMM
2018-04-26,198.68,199.627,196.17,197.09,4124300,MMM
2018-04-27,196.77,197.11,194.4,196.12,3354800,MMM
2018-04-30,196.9648,198.34,194.18,194.39,4008700,MMM
2018-05-01,194.03,195.54,191.44,195.02,4710500,MMM
2018-05-02,195.15,196.41,194.019,194.5,4017600,MMM
2018-05-03,194.52,196.7,192.35,195.68,3425900,MMM
2018-05-04,195.0795,199.93,194.062,199.36,3071700,MMM
2018-05-07,200.06,201.0,199.58,200.26,2863400,MMM
2018-05-08,200.0,202.0953,199.56,201.74,3273500,MMM
2018-05-09,202.03,204.73,201.37,203.42,3361300,MMM
2018-05-10,202.61,205.68,202.391,205.03,2700800,MMM
2018-05-11,204.74,205.361,203.66,205.16,3155700,MMM
2018-05-14,205.67,206.04,204.6627,205.76,3385900,MMM
2018-05-15,204.96,205.57,201.64,202.41,2259200,MMM
2018-05-16,200.52,201.04,199.05,200.21,2913500,MMM
2018-05-17,199.27,201.4,198.69,200.36,2265800,MMM
2018-05-18,200.28,200.76,198.45,198.96,2925700,MMM
2018-05-21,200.5,202.927,200.0,201.76,2126500,MMM
2018-05-22,201.96,202.11,198.73,198.97,2313900,MMM
2018-05-23,197.74,198.8,196.56,198.67,2737700,MMM
2018-05-24,198.83,200.18,196.931,199.41,2055000,MMM
2018-05-25,198.33,199.41,197.9233,199.03,1686500,MMM
2018-05-29,198.0,198.51,195.1,195.74,2346800,MMM
2018-05-30,197.09,199.38,196.7,198.68,2143100,MMM
2018-05-31,198.11,198.45,196.26,197.23,5253100,MMM
2018-06-01,198.75,200.42,198.28,199.59,1827000,MMM
2018-06-04,200.73,201.6957,200.07,201.06,2408400,MMM
2018-06-05,201.08,202.1,200.89,201.2,2246100,MMM
2018-06-06,201.84,204.05,201.553,203.86,2297300,MMM
2018-06-07,204.18,205.89,203.76,205.07,2279200,MMM
2018-06-08,204.98,206.75,204.41,206.59,2170200,MMM
2018-06-11,206.59,206.7673,205.0,205.12,2302900,MMM
2018-06-12,205.67,205.95,203.95,204.92,1806100,MMM
2018-06-13,205.14,205.66,203.73,204.89,2097900,MMM
2018-06-14,205.76,206.272,203.5,203.63,2221500,MMM
2018-06-15,202.55,205.06,200.11,204.97,5449500,MMM
2018-06-18,202.53,204.57,200.25,204.17,2842800,MMM
2018-06-19,201.26,201.83,198.33,199.39,3206800,MMM
2018-06-20,199.34,200.0,197.26,198.08,2348300,MMM
2018-06-21,197.84,197.84,194.59,195.52,2420400,MMM
2018-06-22,197.39,197.44,195.18,196.5,2290100,MMM
2018-06-25,195.98,196.33,193.64,195.8,2922500,MMM
2018-06-26,196.84,197.95,195.981,196.58,2140200,MMM
2018-06-27,196.57,199.9,194.76,194.92,2889700,MMM
2018-06-28,195.5,196.845,194.21,195.97,1978700,MMM
2018-06-29,196.47,199.42,196.46,196.72,2671600,MMM
2018-07-02,195.46,195.89,193.51,195.52,1815500,MMM
2018-07-03,196.49,198.95,195.5,195.83,1228900,MMM
2018-07-05,197.07,197.48,195.03,197.34,2019300,MMM
2018-07-06,197.09,198.056,196.39,197.46,1624500,MMM
2018-07-09,198.14,200.84,198.07,200.53,1967100,MMM
2018-07-10,201.0,202.58,200.39,201.48,1688700,MMM
2018-07-11,199.82,199.82,197.49,197.68,1853100,MMM
2018-07-12,199.17,200.0,197.401,199.32,1733500,MMM
2018-07-13,200.27,201.7944,200.0,201.18,1625400,MMM
2018-07-16,201.55,201.579,200.08,201.11,1468000,MMM
2018-07-17,200.99,203.07,200.13,202.07,1920600,MMM
2018-07-18,202.22,203.1556,201.35,202.2,1945000,MMM
2018-07-19,201.76,202.29,199.51,201.6,2616400,MMM
2018-07-20,199.33,202.945,198.25,201.95,2325400,MMM
2018-07-23,201.54,201.54,197.68,198.84,3269100,MMM
2018-07-24,192.9365,202.19,190.57,200.68,8186500,MMM
2018-07-25,200.6425,204.49,200.52,204.38,3345200,MMM
2018-07-26,204.89,208.44,204.65,207.96,2848300,MMM
2018-07-27,208.68,210.6,206.85,207.42,2248000,MMM
2018-07-30,208.25,209.25,204.76,205.12,2040500,MMM
2018-07-31,207.23,212.78,206.5,212.32,3573100,MMM
2018-08-01,210.98,211.06,206.87,207.05,2066600,MMM
2018-08-02,205.95,205.99,203.85,205.53,1699700,MMM
2018-08-03,205.92,207.5904,205.2,207.29,1299900,MMM
2018-08-06,207.45,207.46,205.235,206.7,1063800,MMM
2018-08-07,208.01,209.61,207.37,208.57,1314600,MMM
2018-08-08,208.49,209.04,206.77,207.14,1052100,MMM
2018-08-09,207.14,207.9611,204.49,204.78,1812600,MMM
2018-08-10,203.81,204.13,201.0,201.96,1893200,MMM
2018-08-13,202.02,202.79,199.5,199.84,1587200,MMM
2018-08-14,199.78,201.08,199.41,200.52,1719000,MMM
2018-08-15,199.25,201.76,197.11,201.39,2028900,MMM
2018-08-16,202.02,203.43,201.82,203.15,1640200,MMM
